Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,UTAH SCHOOL F/T DEAF & BLIND,4900069,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,UTAH SCHOOL F/T DEAF & BLIND,4900069,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,UTAH SCHOOL F/T DEAF & BLIND,4900069,2009,Total enrollment,,10,15,,,95,10,265,,400,400,0,65
UT,BOX ELDER DISTRICT,4900090,2009,Allegations - basis of disability,15,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,4900090,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,5,0,0,0
UT,BOX ELDER DISTRICT,4900090,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,15,,15,10,0,0
UT,BOX ELDER DISTRICT,4900090,2009,Total enrollment,,90,140,,,960,80,9850,,11120,1260,115,360
UT,CACHE DISTRICT,4900120,2009,Allegations - basis of disability,5,,,,,,,,,,,,
UT,CACHE DISTRICT,4900120,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,5,,5,5,0,0
UT,CACHE DISTRICT,4900120,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,5,,5,5,0,0
UT,CACHE DISTRICT,4900120,2009,Total enrollment,,60,205,,,1125,105,13715,,15205,1895,60,830
UT,Canyons School District,4900142,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,Canyons School District,4900142,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,Canyons School District,4900142,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,Canyons School District,4900142,2009,Total enrollment,,0,0,,,15,0,25,,45,5,0,0
UT,CARBON DISTRICT,4900150,2009,Allegations - basis of disability,5,,,,,,,,,,,,
UT,CARBON DISTRICT,4900150,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,CARBON DISTRICT,4900150,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,5,,5,0,0,0
UT,CARBON DISTRICT,4900150,2009,Total enrollment,,50,5,,,395,40,3090,,3575,1520,0,55
UT,DAGGETT DISTRICT,4900180,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DAGGETT DISTRICT,4900180,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,DAGGETT DISTRICT,4900180,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,DAGGETT DISTRICT,4900180,2009,Total enrollment,,5,0,,,5,0,135,,145,15,10,0
UT,DAVIS DISTRICT,4900210,2009,Allegations - basis of disability,27,,,,,,,,,,,,
UT,DAVIS DISTRICT,4900210,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,5,0,20,,25,10,0,5
UT,DAVIS DISTRICT,4900210,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,5,0,20,,25,10,0,5
UT,DAVIS DISTRICT,4900210,2009,Total enrollment,,385,1845,,,5035,980,58490,,66730,8990,340,4060
UT,DUCHESNE DISTRICT,4900240,2009,Allegations - basis of disability,7,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,4900240,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,5,,5,0,0,0
UT,DUCHESNE DISTRICT,4900240,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,5,,5,0,0,0
UT,DUCHESNE DISTRICT,4900240,2009,Total enrollment,,340,40,,,195,15,3925,,4515,715,5,110
UT,GRANITE DISTRICT,4900360,2009,Allegations - basis of disability,54,,,,,,,,,,,,
UT,GRANITE DISTRICT,4900360,2009,Disciplined for harassment or bullying on basis of disability,,0,,0,5,20,5,40,0,70,10,0,10
UT,GRANITE DISTRICT,4900360,2009,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,10,0,40,0,50,50,0,0
UT,GRANITE DISTRICT,4900360,2009,Total enrollment,,1165,,2775,2715,21030,1885,40235,410,70215,7850,135,20925
UT,IRON DISTRICT,4900390,2009,Allegations - basis of disability,2,,,,,,,,,,,,
UT,IRON DISTRICT,4900390,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,IRON DISTRICT,4900390,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,IRON DISTRICT,4900390,2009,Total enrollment,,265,110,,,715,85,7195,,8370,1110,85,270
UT,ENTHEOS ACADEMY,4900041,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ENTHEOS ACADEMY,4900041,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,4900041,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,4900041,2011,Total enrollment,,4,,4,13,67,13,427,0,528,53,10,13
UT,TOOELE DISTRICT,4901050,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TOOELE DISTRICT,4901050,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TOOELE DISTRICT,4901050,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TOOELE DISTRICT,4901050,2011,Total enrollment,,154,,97,166,1576,158,11585,144,13880,1784,171,950
UT,NOAH WEBSTER ACADEMY,4900048,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NOAH WEBSTER ACADEMY,4900048,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NOAH WEBSTER ACADEMY,4900048,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NOAH WEBSTER ACADEMY,4900048,2011,Total enrollment,,43,,34,19,97,13,361,22,589,53,0,28
UT,DAVINCI ACADEMY,4900065,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DAVINCI ACADEMY,4900065,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVINCI ACADEMY,4900065,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVINCI ACADEMY,4900065,2011,Total enrollment,,4,,16,0,97,22,925,16,1080,80,7,2
UT,WASATCH DISTRICT,4901110,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WASATCH DISTRICT,4901110,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH DISTRICT,4901110,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH DISTRICT,4901110,2011,Total enrollment,,27,,38,11,818,28,4577,2,5501,771,70,584
UT,LAKEVIEW ACADEMY,4900043,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LAKEVIEW ACADEMY,4900043,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LAKEVIEW ACADEMY,4900043,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LAKEVIEW ACADEMY,4900043,2011,Total enrollment,,0,,4,4,37,4,670,0,719,65,4,67
UT,BEAVER DISTRICT,4900060,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,BEAVER DISTRICT,4900060,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEAVER DISTRICT,4900060,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEAVER DISTRICT,4900060,2011,Total enrollment,,17,,23,10,172,8,1423,15,1668,195,2,63
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2011,Total enrollment,,0,,16,7,46,4,178,4,255,2,2,0
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2011,Total enrollment,,2,,10,16,121,10,175,4,338,32,16,37
UT,UINTAH DISTRICT,4901080,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UINTAH DISTRICT,4901080,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH DISTRICT,4901080,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH DISTRICT,4901080,2015,Total enrollment,,596,,30,34,668,24,5421,118,6891,959,61,213
UT,UTAH COUNTY ACADEMY OF SCIENCE (UCAS),4900020,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH COUNTY ACADEMY OF SCIENCE (UCAS),4900020,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH COUNTY ACADEMY OF SCIENCE (UCAS),4900020,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH COUNTY ACADEMY OF SCIENCE (UCAS),4900020,2015,Total enrollment,,0,,13,2,49,2,322,7,395,2,0,0
UT,ARISTOTLE ACADEMY,4900154,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ARISTOTLE ACADEMY,4900154,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ARISTOTLE ACADEMY,4900154,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ARISTOTLE ACADEMY,4900154,2015,Total enrollment,,2,,7,0,31,2,88,2,132,20,0,2
UT,DAGGETT DISTRICT,4900180,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DAGGETT DISTRICT,4900180,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAGGETT DISTRICT,4900180,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAGGETT DISTRICT,4900180,2015,Total enrollment,,6,,0,0,10,0,205,6,227,24,4,0
UT,WEBER STATE UNIVERSITY CHARTER ACADEMY,4900167,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WEBER STATE UNIVERSITY CHARTER ACADEMY,4900167,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WEBER STATE UNIVERSITY CHARTER ACADEMY,4900167,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WEBER STATE UNIVERSITY CHARTER ACADEMY,4900167,2015,Total enrollment,,0,,0,0,4,2,28,4,38,8,0,0
UT,AMERICAN PREPARATORY ACADEMY--LEA,4900005,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,AMERICAN PREPARATORY ACADEMY--LEA,4900005,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY--LEA,4900005,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY--LEA,4900005,2015,Total enrollment,,8,,338,67,1253,165,1739,61,3631,466,44,441
UT,NORTH SANPETE DISTRICT,4900660,2015,Allegations - basis of disability,1,,,,,,,,,,,,
UT,NORTH SANPETE DISTRICT,4900660,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH SANPETE DISTRICT,4900660,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,NORTH SANPETE DISTRICT,4900660,2015,Total enrollment,,28,,11,12,365,22,2036,56,2530,285,66,125
UT,REAGAN ACADEMY,4900032,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,REAGAN ACADEMY,4900032,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,REAGAN ACADEMY,4900032,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,REAGAN ACADEMY,4900032,2015,Total enrollment,,10,,7,13,103,4,517,13,667,71,0,7
UT,CARBON DISTRICT,4900150,2011,Allegations - basis of disability,2,,,,,,,,,,,,
UT,CARBON DISTRICT,4900150,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,2,0,6,0,8,0,0,0
UT,CARBON DISTRICT,4900150,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,2,0,2,0,4,2,0,2
UT,CARBON DISTRICT,4900150,2011,Total enrollment,,41,,14,6,358,24,3106,10,3559,606,34,96
UT,LOGAN DISTRICT,4900510,2011,Allegations - basis of disability,2,,,,,,,,,,,,
UT,LOGAN DISTRICT,4900510,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,4,0,4,0,8,0,0,0
UT,LOGAN DISTRICT,4900510,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,9,0,9,0,0,0
UT,LOGAN DISTRICT,4900510,2011,Total enrollment,,75,,231,58,1512,90,4125,39,6130,1365,32,743
UT,REAGAN ACADEMY,4900032,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,REAGAN ACADEMY,4900032,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,REAGAN ACADEMY,4900032,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,REAGAN ACADEMY,4900032,2013,Total enrollment,,10,,4,10,70,7,559,13,673,98,0,10
UT,SYRACUSE ARTS ACADEMY,4900044,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SYRACUSE ARTS ACADEMY,4900044,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SYRACUSE ARTS ACADEMY,4900044,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SYRACUSE ARTS ACADEMY,4900044,2013,Total enrollment,,2,,4,7,58,13,925,22,1031,101,0,4
UT,NORTH SUMMIT DISTRICT,4900690,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NORTH SUMMIT DISTRICT,4900690,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH SUMMIT DISTRICT,4900690,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH SUMMIT DISTRICT,4900690,2013,Total enrollment,,0,,0,2,116,4,865,36,1023,108,4,54
UT,GRAND DISTRICT,4900330,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GRAND DISTRICT,4900330,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRAND DISTRICT,4900330,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRAND DISTRICT,4900330,2013,Total enrollment,,79,,15,4,231,9,1143,12,1493,227,0,114
UT,INTECH COLLEGIATE HIGH SCHOOL,4900039,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,INTECH COLLEGIATE HIGH SCHOOL,4900039,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,INTECH COLLEGIATE HIGH SCHOOL,4900039,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,INTECH COLLEGIATE HIGH SCHOOL,4900039,2013,Total enrollment,,2,,13,2,25,2,142,0,186,17,0,2
UT,SAN JUAN DISTRICT,4900900,2013,Allegations - basis of disability,7,,,,,,,,,,,,
UT,SAN JUAN DISTRICT,4900900,2013,Disciplined for harassment or bullying on basis of disability,,4,,0,0,0,0,2,0,6,2,0,2
UT,SAN JUAN DISTRICT,4900900,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,SAN JUAN DISTRICT,4900900,2013,Total enrollment,,1657,,8,13,112,12,1405,38,3245,367,8,793
UT,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,4900050,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,4900050,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,4900050,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,4900050,2015,Total enrollment,,2,,4,10,25,10,244,16,311,29,2,2
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2015,Total enrollment,,16,,52,40,130,25,238,10,511,29,16,13
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2015,Total enrollment,,4,,2,4,22,4,229,4,269,17,0,0
UT,GREENWOOD CHARTER SCHOOL,4900177,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GREENWOOD CHARTER SCHOOL,4900177,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GREENWOOD CHARTER SCHOOL,4900177,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GREENWOOD CHARTER SCHOOL,4900177,2015,Total enrollment,,2,,2,2,43,4,337,13,403,62,0,13
UT,MORGAN DISTRICT,4900570,2015,Allegations - basis of disability,2,,,,,,,,,,,,
UT,MORGAN DISTRICT,4900570,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,MORGAN DISTRICT,4900570,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,MORGAN DISTRICT,4900570,2015,Total enrollment,,6,,10,12,88,10,2726,34,2886,325,27,2
UT,WASATCH PEAK ACADEMY,4900024,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WASATCH PEAK ACADEMY,4900024,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH PEAK ACADEMY,4900024,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH PEAK ACADEMY,4900024,2015,Total enrollment,,0,,2,4,58,7,337,10,418,53,0,13
UT,ENTHEOS ACADEMY,4900041,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ENTHEOS ACADEMY,4900041,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,4900041,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,4900041,2015,Total enrollment,,0,,14,18,347,9,599,38,1025,121,18,134
UT,DAVIS DISTRICT,4900210,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,4900210,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,4900210,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,4900210,2015,Total enrollment,,367,,963,852,6813,846,60117,1655,71613,9747,511,1988
UT,BEAR RIVER CHARTER SCHOOL,4900146,2013,Allegations - basis of disability,1,,,,,,,,,,,,
UT,BEAR RIVER CHARTER SCHOOL,4900146,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEAR RIVER CHARTER SCHOOL,4900146,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,BEAR RIVER CHARTER SCHOOL,4900146,2013,Total enrollment,,2,,13,2,10,2,154,0,183,20,4,0
UT,GOOD FOUNDATIONS ACADEMY,4900147,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GOOD FOUNDATIONS ACADEMY,4900147,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GOOD FOUNDATIONS ACADEMY,4900147,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GOOD FOUNDATIONS ACADEMY,4900147,2013,Total enrollment,,2,,7,7,40,7,388,13,464,59,7,10
UT,VENTURE ACADEMY,4900133,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,VENTURE ACADEMY,4900133,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VENTURE ACADEMY,4900133,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VENTURE ACADEMY,4900133,2013,Total enrollment,,2,,2,2,70,4,622,19,721,95,25,10
UT,HIGHMARK CHARTER SCHOOL,4900156,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,HIGHMARK CHARTER SCHOOL,4900156,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,HIGHMARK CHARTER SCHOOL,4900156,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,HIGHMARK CHARTER SCHOOL,4900156,2013,Total enrollment,,2,,7,4,55,4,583,28,683,74,43,7
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2013,Allegations - basis of disability,1,,,,,,,,,,,,
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2013,Total enrollment,,2,,0,0,13,0,274,5,294,56,0,0
UT,DAVIS DISTRICT,4900210,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,4900210,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,4900210,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,4900210,2013,Total enrollment,,370,,1019,805,6413,909,59727,1388,70631,9137,383,1830
UT,PIUTE DISTRICT,4900780,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PIUTE DISTRICT,4900780,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIUTE DISTRICT,4900780,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIUTE DISTRICT,4900780,2013,Total enrollment,,0,,0,0,38,4,290,0,332,47,0,21
UT,MOAB CHARTER SCHOOL,4900035,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MOAB CHARTER SCHOOL,4900035,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOAB CHARTER SCHOOL,4900035,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOAB CHARTER SCHOOL,4900035,2013,Total enrollment,,4,,2,0,10,0,100,4,120,17,0,4
UT,ODYSSEY CHARTER SCHOOL,4900021,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ODYSSEY CHARTER SCHOOL,4900021,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ODYSSEY CHARTER SCHOOL,4900021,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ODYSSEY CHARTER SCHOOL,4900021,2013,Total enrollment,,2,,13,4,40,4,448,28,539,65,13,2
UT,LOGAN CITY DISTRICT,4900510,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LOGAN CITY DISTRICT,4900510,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LOGAN CITY DISTRICT,4900510,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LOGAN CITY DISTRICT,4900510,2013,Total enrollment,,82,,212,63,1653,75,3978,261,6324,942,12,863
UT,RENAISSANCE ACADEMY,4900038,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,RENAISSANCE ACADEMY,4900038,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RENAISSANCE ACADEMY,4900038,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RENAISSANCE ACADEMY,4900038,2013,Total enrollment,,0,,19,4,70,4,607,16,720,47,16,31
UT,FREEDOM PREPARATORY ACADEMY,4900062,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,FREEDOM PREPARATORY ACADEMY,4900062,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,FREEDOM PREPARATORY ACADEMY,4900062,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,FREEDOM PREPARATORY ACADEMY,4900062,2013,Total enrollment,,4,,28,16,259,4,616,28,955,107,7,73
UT,LEGACY PREPARATORY ACADEMY,4900045,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LEGACY PREPARATORY ACADEMY,4900045,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
